workerid,A,B,percent,read_time_two,quant,read_time_one,decision_time,response,language,enjoyment,gender,age,comments,fluent,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,"""dring""","""larfy""",28,143,"""None""",120,4843,"""True""","""English""","""1""","""Male""","""26""","""By having to press down, it kept scrolling down my screen. I don&quotechart know if this was intentional, but it made it so I could only read the line for about half a second. ""","""No""","""Yes""","""yes""","""3""","""Windows""",768,1280,"""Chrome""","""3EGKVCRQFWTUW023EEXMGIX78QEBYI""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 03 13:50:51 CEST 2018""","""10""","""0""","""0""","""9""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Tue Jul 03 13:50:51 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3EGKVCRQFWTUW023EEXMGIX78QEBYI""","""3VBEN272MK0WEFWZLW2DORWR2SQSGG""",0,"""Approved""","""Mon Jun 04 06:51:04 CEST 2018""","""Sun Jun 03 13:53:44 CEST 2018""","""Sun Jun 03 14:11:04 CEST 2018""","""Mon Jun 04 06:51:42 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""16.20465"""
0,"""klong""","""nooty""",62,400,"""All""",189,2880,"""True""","""English""","""1""","""Male""","""26""","""By having to press down, it kept scrolling down my screen. I don&quotechart know if this was intentional, but it made it so I could only read the line for about half a second. ""","""No""","""Yes""","""yes""","""3""","""Windows""",768,1280,"""Chrome""","""3EGKVCRQFWTUW023EEXMGIX78QEBYI""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 03 13:50:51 CEST 2018""","""10""","""0""","""0""","""9""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Tue Jul 03 13:50:51 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3EGKVCRQFWTUW023EEXMGIX78QEBYI""","""3VBEN272MK0WEFWZLW2DORWR2SQSGG""",0,"""Approved""","""Mon Jun 04 06:51:04 CEST 2018""","""Sun Jun 03 13:53:44 CEST 2018""","""Sun Jun 03 14:11:04 CEST 2018""","""Mon Jun 04 06:51:42 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""16.20465"""
0,"""blek""","""orkital""",54,156,"""None""",904,5836,"""True""","""English""","""1""","""Male""","""26""","""By having to press down, it kept scrolling down my screen. I don&quotechart know if this was intentional, but it made it so I could only read the line for about half a second. ""","""No""","""Yes""","""yes""","""3""","""Windows""",768,1280,"""Chrome""","""3EGKVCRQFWTUW023EEXMGIX78QEBYI""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 03 13:50:51 CEST 2018""","""10""","""0""","""0""","""9""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Tue Jul 03 13:50:51 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3EGKVCRQFWTUW023EEXMGIX78QEBYI""","""3VBEN272MK0WEFWZLW2DORWR2SQSGG""",0,"""Approved""","""Mon Jun 04 06:51:04 CEST 2018""","""Sun Jun 03 13:53:44 CEST 2018""","""Sun Jun 03 14:11:04 CEST 2018""","""Mon Jun 04 06:51:42 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""16.20465"""
0,"""floom""","""plerful""",92,105,"""Some""",76,698,"""True""","""English""","""1""","""Male""","""26""","""By having to press down, it kept scrolling down my screen. I don&quotechart know if this was intentional, but it made it so I could only read the line for about half a second. ""","""No""","""Yes""","""yes""","""3""","""Windows""",768,1280,"""Chrome""","""3EGKVCRQFWTUW023EEXMGIX78QEBYI""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 03 13:50:51 CEST 2018""","""10""","""0""","""0""","""9""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Tue Jul 03 13:50:51 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3EGKVCRQFWTUW023EEXMGIX78QEBYI""","""3VBEN272MK0WEFWZLW2DORWR2SQSGG""",0,"""Approved""","""Mon Jun 04 06:51:04 CEST 2018""","""Sun Jun 03 13:53:44 CEST 2018""","""Sun Jun 03 14:11:04 CEST 2018""","""Mon Jun 04 06:51:42 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""16.20465"""
0,"""slarm""","""briddle""",11,105,"""None""",119,504,"""False""","""English""","""1""","""Male""","""26""","""By having to press down, it kept scrolling down my screen. I don&quotechart know if this was intentional, but it made it so I could only read the line for about half a second. ""","""No""","""Yes""","""yes""","""3""","""Windows""",768,1280,"""Chrome""","""3EGKVCRQFWTUW023EEXMGIX78QEBYI""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 03 13:50:51 CEST 2018""","""10""","""0""","""0""","""9""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Tue Jul 03 13:50:51 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3EGKVCRQFWTUW023EEXMGIX78QEBYI""","""3VBEN272MK0WEFWZLW2DORWR2SQSGG""",0,"""Approved""","""Mon Jun 04 06:51:04 CEST 2018""","""Sun Jun 03 13:53:44 CEST 2018""","""Sun Jun 03 14:11:04 CEST 2018""","""Mon Jun 04 06:51:42 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""16.20465"""
0,"""tenk""","""glurgy""",8,80,"""All""",117,1048,"""True""","""English""","""1""","""Male""","""26""","""By having to press down, it kept scrolling down my screen. I don&quotechart know if this was intentional, but it made it so I could only read the line for about half a second. ""","""No""","""Yes""","""yes""","""3""","""Windows""",768,1280,"""Chrome""","""3EGKVCRQFWTUW023EEXMGIX78QEBYI""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 03 13:50:51 CEST 2018""","""10""","""0""","""0""","""9""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Tue Jul 03 13:50:51 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3EGKVCRQFWTUW023EEXMGIX78QEBYI""","""3VBEN272MK0WEFWZLW2DORWR2SQSGG""",0,"""Approved""","""Mon Jun 04 06:51:04 CEST 2018""","""Sun Jun 03 13:53:44 CEST 2018""","""Sun Jun 03 14:11:04 CEST 2018""","""Mon Jun 04 06:51:42 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""16.20465"""
0,"""glerb""","""fizzda""",20,74,"""All""",132,3008,"""False""","""English""","""1""","""Male""","""26""","""By having to press down, it kept scrolling down my screen. I don&quotechart know if this was intentional, but it made it so I could only read the line for about half a second. ""","""No""","""Yes""","""yes""","""3""","""Windows""",768,1280,"""Chrome""","""3EGKVCRQFWTUW023EEXMGIX78QEBYI""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 03 13:50:51 CEST 2018""","""10""","""0""","""0""","""9""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Tue Jul 03 13:50:51 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3EGKVCRQFWTUW023EEXMGIX78QEBYI""","""3VBEN272MK0WEFWZLW2DORWR2SQSGG""",0,"""Approved""","""Mon Jun 04 06:51:04 CEST 2018""","""Sun Jun 03 13:53:44 CEST 2018""","""Sun Jun 03 14:11:04 CEST 2018""","""Mon Jun 04 06:51:42 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""16.20465"""
0,"""thonk""","""krangly""",82,125,"""Some""",125,714,"""False""","""English""","""1""","""Male""","""26""","""By having to press down, it kept scrolling down my screen. I don&quotechart know if this was intentional, but it made it so I could only read the line for about half a second. ""","""No""","""Yes""","""yes""","""3""","""Windows""",768,1280,"""Chrome""","""3EGKVCRQFWTUW023EEXMGIX78QEBYI""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 03 13:50:51 CEST 2018""","""10""","""0""","""0""","""9""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Tue Jul 03 13:50:51 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3EGKVCRQFWTUW023EEXMGIX78QEBYI""","""3VBEN272MK0WEFWZLW2DORWR2SQSGG""",0,"""Approved""","""Mon Jun 04 06:51:04 CEST 2018""","""Sun Jun 03 13:53:44 CEST 2018""","""Sun Jun 03 14:11:04 CEST 2018""","""Mon Jun 04 06:51:42 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""16.20465"""
0,"""chevel""","""podden""",61,106,"""Many""",104,2526,"""True""","""English""","""1""","""Male""","""26""","""By having to press down, it kept scrolling down my screen. I don&quotechart know if this was intentional, but it made it so I could only read the line for about half a second. ""","""No""","""Yes""","""yes""","""3""","""Windows""",768,1280,"""Chrome""","""3EGKVCRQFWTUW023EEXMGIX78QEBYI""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 03 13:50:51 CEST 2018""","""10""","""0""","""0""","""9""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Tue Jul 03 13:50:51 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3EGKVCRQFWTUW023EEXMGIX78QEBYI""","""3VBEN272MK0WEFWZLW2DORWR2SQSGG""",0,"""Approved""","""Mon Jun 04 06:51:04 CEST 2018""","""Sun Jun 03 13:53:44 CEST 2018""","""Sun Jun 03 14:11:04 CEST 2018""","""Mon Jun 04 06:51:42 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""16.20465"""
0,"""kustle""","""reshix""",86,77,"""Most""",2705,2558,"""True""","""English""","""1""","""Male""","""26""","""By having to press down, it kept scrolling down my screen. I don&quotechart know if this was intentional, but it made it so I could only read the line for about half a second. ""","""No""","""Yes""","""yes""","""3""","""Windows""",768,1280,"""Chrome""","""3EGKVCRQFWTUW023EEXMGIX78QEBYI""","""3OQLHYCQDJR11XSBHC1L737IAQVFDI""","""Fun psychology / language experiment!""","""You will be asked to judge whether certain sentences are true or false in context.""","""language research fun cognitive science university explanations""","""$4.00""","""Sun Jun 03 13:50:51 CEST 2018""","""10""","""0""","""0""","""9""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2400""","""60000""","""Tue Jul 03 13:50:51 CEST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3EGKVCRQFWTUW023EEXMGIX78QEBYI""","""3VBEN272MK0WEFWZLW2DORWR2SQSGG""",0,"""Approved""","""Mon Jun 04 06:51:04 CEST 2018""","""Sun Jun 03 13:53:44 CEST 2018""","""Sun Jun 03 14:11:04 CEST 2018""","""Mon Jun 04 06:51:42 CEST 2018""","""""","""""","""""","""""","""[]""","""\""right arrow\""""","""16.20465"""
