workerid,color,proportion,read_and_decide_time,quant,read_time_one,response,side,language,enjoyment,gender,age,comments,fluent,asses,fairprice,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,"""blue""","""b7_y8""",3963,"""All""",1241,false,9,"""English""","""1""","""Female""","""27""","""Sometimes my brain and my fingers do different things. >:(""","""No""","""Yes""","""$4""","""2""","""Windows""",1080,1920,"""Firefox""","""3SBNLSTU6U6NGNASOWQBPFUAQXVDZE""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Oct 03 00:47:10 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2700""","""60000""","""Thu Nov 01 23:47:10 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3SBNLSTU6U6NGNASOWQBPFUAQXVDZE""","""3X73LLYYQ1FDYYZ5X639AXYNPHCHNI""",0,"""Submitted""","""Wed Oct 03 17:49:43 CEST 2018""","""Wed Oct 03 00:47:23 CEST 2018""","""Wed Oct 03 01:09:43 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""14.188083333333333"""
0,"""yellow""","""b24_y20""",988,"""Some""",459,true,9,"""English""","""1""","""Female""","""27""","""Sometimes my brain and my fingers do different things. >:(""","""No""","""Yes""","""$4""","""2""","""Windows""",1080,1920,"""Firefox""","""3SBNLSTU6U6NGNASOWQBPFUAQXVDZE""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Oct 03 00:47:10 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2700""","""60000""","""Thu Nov 01 23:47:10 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3SBNLSTU6U6NGNASOWQBPFUAQXVDZE""","""3X73LLYYQ1FDYYZ5X639AXYNPHCHNI""",0,"""Submitted""","""Wed Oct 03 17:49:43 CEST 2018""","""Wed Oct 03 00:47:23 CEST 2018""","""Wed Oct 03 01:09:43 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""14.188083333333333"""
0,"""blue""","""b12_y16""",1093,"""None""",383,false,8,"""English""","""1""","""Female""","""27""","""Sometimes my brain and my fingers do different things. >:(""","""No""","""Yes""","""$4""","""2""","""Windows""",1080,1920,"""Firefox""","""3SBNLSTU6U6NGNASOWQBPFUAQXVDZE""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Oct 03 00:47:10 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2700""","""60000""","""Thu Nov 01 23:47:10 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3SBNLSTU6U6NGNASOWQBPFUAQXVDZE""","""3X73LLYYQ1FDYYZ5X639AXYNPHCHNI""",0,"""Submitted""","""Wed Oct 03 17:49:43 CEST 2018""","""Wed Oct 03 00:47:23 CEST 2018""","""Wed Oct 03 01:09:43 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""14.188083333333333"""
0,"""yellow""","""b18_y16""",1657,"""An even number""",681,true,8,"""English""","""1""","""Female""","""27""","""Sometimes my brain and my fingers do different things. >:(""","""No""","""Yes""","""$4""","""2""","""Windows""",1080,1920,"""Firefox""","""3SBNLSTU6U6NGNASOWQBPFUAQXVDZE""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Oct 03 00:47:10 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2700""","""60000""","""Thu Nov 01 23:47:10 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3SBNLSTU6U6NGNASOWQBPFUAQXVDZE""","""3X73LLYYQ1FDYYZ5X639AXYNPHCHNI""",0,"""Submitted""","""Wed Oct 03 17:49:43 CEST 2018""","""Wed Oct 03 00:47:23 CEST 2018""","""Wed Oct 03 01:09:43 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""14.188083333333333"""
0,"""blue""","""b15_y30""",1408,"""At least ten""",1057,true,9,"""English""","""1""","""Female""","""27""","""Sometimes my brain and my fingers do different things. >:(""","""No""","""Yes""","""$4""","""2""","""Windows""",1080,1920,"""Firefox""","""3SBNLSTU6U6NGNASOWQBPFUAQXVDZE""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Oct 03 00:47:10 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2700""","""60000""","""Thu Nov 01 23:47:10 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3SBNLSTU6U6NGNASOWQBPFUAQXVDZE""","""3X73LLYYQ1FDYYZ5X639AXYNPHCHNI""",0,"""Submitted""","""Wed Oct 03 17:49:43 CEST 2018""","""Wed Oct 03 00:47:23 CEST 2018""","""Wed Oct 03 01:09:43 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""14.188083333333333"""
0,"""yellow""","""b6_y9""",1291,"""Some""",442,true,8,"""English""","""1""","""Female""","""27""","""Sometimes my brain and my fingers do different things. >:(""","""No""","""Yes""","""$4""","""2""","""Windows""",1080,1920,"""Firefox""","""3SBNLSTU6U6NGNASOWQBPFUAQXVDZE""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Oct 03 00:47:10 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2700""","""60000""","""Thu Nov 01 23:47:10 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3SBNLSTU6U6NGNASOWQBPFUAQXVDZE""","""3X73LLYYQ1FDYYZ5X639AXYNPHCHNI""",0,"""Submitted""","""Wed Oct 03 17:49:43 CEST 2018""","""Wed Oct 03 00:47:23 CEST 2018""","""Wed Oct 03 01:09:43 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""14.188083333333333"""
0,"""yellow""","""b5_y10""",2430,"""Many""",120,true,0,"""English""","""1""","""Female""","""27""","""Sometimes my brain and my fingers do different things. >:(""","""No""","""Yes""","""$4""","""2""","""Windows""",1080,1920,"""Firefox""","""3SBNLSTU6U6NGNASOWQBPFUAQXVDZE""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Oct 03 00:47:10 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2700""","""60000""","""Thu Nov 01 23:47:10 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3SBNLSTU6U6NGNASOWQBPFUAQXVDZE""","""3X73LLYYQ1FDYYZ5X639AXYNPHCHNI""",0,"""Submitted""","""Wed Oct 03 17:49:43 CEST 2018""","""Wed Oct 03 00:47:23 CEST 2018""","""Wed Oct 03 01:09:43 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""14.188083333333333"""
0,"""yellow""","""b27_y18""",1301,"""More""",1088,false,0,"""English""","""1""","""Female""","""27""","""Sometimes my brain and my fingers do different things. >:(""","""No""","""Yes""","""$4""","""2""","""Windows""",1080,1920,"""Firefox""","""3SBNLSTU6U6NGNASOWQBPFUAQXVDZE""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Oct 03 00:47:10 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2700""","""60000""","""Thu Nov 01 23:47:10 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3SBNLSTU6U6NGNASOWQBPFUAQXVDZE""","""3X73LLYYQ1FDYYZ5X639AXYNPHCHNI""",0,"""Submitted""","""Wed Oct 03 17:49:43 CEST 2018""","""Wed Oct 03 00:47:23 CEST 2018""","""Wed Oct 03 01:09:43 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""14.188083333333333"""
0,"""yellow""","""b27_y24""",1202,"""Most""",649,false,5,"""English""","""1""","""Female""","""27""","""Sometimes my brain and my fingers do different things. >:(""","""No""","""Yes""","""$4""","""2""","""Windows""",1080,1920,"""Firefox""","""3SBNLSTU6U6NGNASOWQBPFUAQXVDZE""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Oct 03 00:47:10 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2700""","""60000""","""Thu Nov 01 23:47:10 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3SBNLSTU6U6NGNASOWQBPFUAQXVDZE""","""3X73LLYYQ1FDYYZ5X639AXYNPHCHNI""",0,"""Submitted""","""Wed Oct 03 17:49:43 CEST 2018""","""Wed Oct 03 00:47:23 CEST 2018""","""Wed Oct 03 01:09:43 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""14.188083333333333"""
0,"""blue""","""b15_y30""",2047,"""Fewer than half""",2578,true,4,"""English""","""1""","""Female""","""27""","""Sometimes my brain and my fingers do different things. >:(""","""No""","""Yes""","""$4""","""2""","""Windows""",1080,1920,"""Firefox""","""3SBNLSTU6U6NGNASOWQBPFUAQXVDZE""","""3S9TI1T3V0P33QPZX2AJH2ZCPOMAF1""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of an image.""","""language research fun cognitive science university explanations""","""$4.00""","""Wed Oct 03 00:47:10 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 left arrow""","""2700""","""60000""","""Thu Nov 01 23:47:10 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3SBNLSTU6U6NGNASOWQBPFUAQXVDZE""","""3X73LLYYQ1FDYYZ5X639AXYNPHCHNI""",0,"""Submitted""","""Wed Oct 03 17:49:43 CEST 2018""","""Wed Oct 03 00:47:23 CEST 2018""","""Wed Oct 03 01:09:43 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""14.188083333333333"""
