workerid,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,"""3D3B8GE892SHZTV5P7N7CL96PCR9PO""","""3JH21YRKZ6CN7FDDOQ4B7UFR99T0J5""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of another sentence.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 10:04:54 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 09:04:54 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D3B8GE892SHZTV5P7N7CL96PCR9PO""","""3PJUZCGDJ6HZGLUITSQYFJA4HZC98J""",0,"""Submitted""","""Wed Oct 03 03:02:26 CEST 2018""","""Tue Oct 02 10:06:27 CEST 2018""","""Tue Oct 02 10:22:26 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""15.57345"""
1,"""3D3B8GE892SHZTV5P7N7CL96PCR9PO""","""3JH21YRKZ6CN7FDDOQ4B7UFR99T0J5""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of another sentence.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 10:04:54 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 09:04:54 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D3B8GE892SHZTV5P7N7CL96PCR9PO""","""373ERPL3YO9OI5ISQ71FX06L1X2RTA""",1,"""Submitted""","""Wed Oct 03 03:14:52 CEST 2018""","""Tue Oct 02 10:05:11 CEST 2018""","""Tue Oct 02 10:34:52 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""13.498783333333334"""
2,"""3D3B8GE892SHZTV5P7N7CL96PCR9PO""","""3JH21YRKZ6CN7FDDOQ4B7UFR99T0J5""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of another sentence.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 10:04:54 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 09:04:54 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D3B8GE892SHZTV5P7N7CL96PCR9PO""","""3K772S5NP8C94SMS470QKA4EBEHHED""",2,"""Submitted""","""Wed Oct 03 03:15:34 CEST 2018""","""Tue Oct 02 10:05:13 CEST 2018""","""Tue Oct 02 10:35:34 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""27.9542"""
3,"""3D3B8GE892SHZTV5P7N7CL96PCR9PO""","""3JH21YRKZ6CN7FDDOQ4B7UFR99T0J5""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of another sentence.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 10:04:54 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 09:04:54 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D3B8GE892SHZTV5P7N7CL96PCR9PO""","""3300DTYQT2IMHLLVNXNKTOWF22XQE4""",3,"""Submitted""","""Wed Oct 03 03:42:19 CEST 2018""","""Tue Oct 02 10:46:14 CEST 2018""","""Tue Oct 02 11:02:19 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""8.753866666666667"""
4,"""3D3B8GE892SHZTV5P7N7CL96PCR9PO""","""3JH21YRKZ6CN7FDDOQ4B7UFR99T0J5""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of another sentence.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 10:04:54 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 09:04:54 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D3B8GE892SHZTV5P7N7CL96PCR9PO""","""3WSELTNVR33WJOWBOWFT2AHB1TEATL""",4,"""Submitted""","""Wed Oct 03 03:46:10 CEST 2018""","""Tue Oct 02 10:45:33 CEST 2018""","""Tue Oct 02 11:06:10 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""20.19086666666667"""
5,"""3D3B8GE892SHZTV5P7N7CL96PCR9PO""","""3JH21YRKZ6CN7FDDOQ4B7UFR99T0J5""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of another sentence.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 10:04:54 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 09:04:54 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D3B8GE892SHZTV5P7N7CL96PCR9PO""","""3P4RDNWND57HB3J4OQT2H2ILG0CIJE""",5,"""Submitted""","""Wed Oct 03 03:47:18 CEST 2018""","""Tue Oct 02 10:46:04 CEST 2018""","""Tue Oct 02 11:07:18 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""19.208983333333332"""
6,"""3D3B8GE892SHZTV5P7N7CL96PCR9PO""","""3JH21YRKZ6CN7FDDOQ4B7UFR99T0J5""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of another sentence.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 10:04:54 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 09:04:54 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D3B8GE892SHZTV5P7N7CL96PCR9PO""","""3IGI0VL647LNQFLS1JYZU6VO1TGNOI""",6,"""Submitted""","""Wed Oct 03 03:59:02 CEST 2018""","""Tue Oct 02 10:46:04 CEST 2018""","""Tue Oct 02 11:19:02 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""8.790283333333333"""
7,"""3D3B8GE892SHZTV5P7N7CL96PCR9PO""","""3JH21YRKZ6CN7FDDOQ4B7UFR99T0J5""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of another sentence.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 10:04:54 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 09:04:54 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D3B8GE892SHZTV5P7N7CL96PCR9PO""","""3HUTX6F6VUOR1TWZF00F2ISQQYQ2O7""",7,"""Submitted""","""Wed Oct 03 03:59:43 CEST 2018""","""Tue Oct 02 10:46:14 CEST 2018""","""Tue Oct 02 11:19:43 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""L\""""","""20.197"""
8,"""3D3B8GE892SHZTV5P7N7CL96PCR9PO""","""3JH21YRKZ6CN7FDDOQ4B7UFR99T0J5""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of another sentence.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 10:04:54 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 09:04:54 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D3B8GE892SHZTV5P7N7CL96PCR9PO""","""3TESA3PJ31BT8UFGC24MPNHJ127MMG""",8,"""Submitted""","""Wed Oct 03 04:01:40 CEST 2018""","""Tue Oct 02 10:45:33 CEST 2018""","""Tue Oct 02 11:21:40 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""35.69453333333333"""
9,"""3D3B8GE892SHZTV5P7N7CL96PCR9PO""","""3JH21YRKZ6CN7FDDOQ4B7UFR99T0J5""","""Fun psychology / vision / language experiment!""","""You will be asked to judge whether certain sentences are true or false in the context of another sentence.""","""language research fun cognitive science university explanations""","""$4.00""","""Tue Oct 02 10:04:54 CEST 2018""","""10""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 J""","""2400""","""60000""","""Thu Nov 01 09:04:54 CET 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3D3B8GE892SHZTV5P7N7CL96PCR9PO""","""3TXMY6UCAEP7KN1HR6HP30WCHQKQCB""",9,"""Submitted""","""Wed Oct 03 04:01:41 CEST 2018""","""Tue Oct 02 10:46:14 CEST 2018""","""Tue Oct 02 11:21:41 CEST 2018""","""""","""""","""""","""""","""""","""[]""","""\""J\""""","""35.12733333333333"""
